Provinsi,KabupatenKota,NamaWisata,Rating,Reviews,JenisWisata,Latitude,Longitude
Nusa Tenggara Timur,Ngada,Amazing View Kopi House,4.2,25,Bukit,-8.8293448,120.9022621
Nusa Tenggara Timur,Ngada,Bukit Teletubies Maronggela,2,2,Bukit,-8.5361794,120.9637236
Nusa Tenggara Timur,Ngada,Bukit Asam Riung,5,1,Bukit,-8.4288657,121.0227743
Nusa Tenggara Timur,Ngada,Pariwisata Wolobobo,4.6,22,Bukit,-8.8335079,120.9811382
Nusa Tenggara Timur,Ngada,Watu Nari Wowo,4.7,58,Bukit,-8.8375818,120.955232
Nusa Tenggara Timur,Ngada,Wolobobo,5,2,Bukit,-8.8354615,120.9790481
Nusa Tenggara Timur,Ngada,Salib dan Patung Pieta Bukit Wolowio,5,1,Monumen,-8.7869806,120.9342736
Nusa Tenggara Timur,Ngada,Kebun raya Wolobobo,5,1,Taman,-8.7858305,120.9750427
Nusa Tenggara Timur,Ngada,Air Terjun Ogi,4.3,238,Air,-8.7737668,121.0091515
Nusa Tenggara Timur,Ngada,Bukit Ayam Jantan,5,1,Bukit,-8.8652281,120.9945851
Nusa Tenggara Timur,Ngada,Air Terjun Waeroa,4.2,37,Air,-8.8661265,120.9954937
Nusa Tenggara Timur,Ngada,Air Terjun Langagedha,2.5,2,Air,-8.8260197,120.9360001
Nusa Tenggara Timur,Ngada,Soa Mengeruda Hot Spring,4.4,584,Air,-8.708205,121.0867806
Nusa Tenggara Timur,Ngada,Kampung Adat Langagedha,5,1,Air,-8.8252118,120.9374851
Nusa Tenggara Timur,Ngada,BOMUZI COOL,4.9,10,Taman,-8.8253226,120.9606585
Nusa Tenggara Timur,Ngada,Start of Mt Inerie Track,5,2,Bukit,-8.8646935,120.972156
Nusa Tenggara Timur,Ngada,Bena Traditional Village (Thatched Roof Village),4.6,1159,Monumen,-8.8767987,120.9857996
Nusa Tenggara Timur,Ngada,Kampung Adat Gurusina,4.4,135,Monumen,-8.8962097,120.9909719
Nusa Tenggara Timur,Ngada,Air Terjun Padhawatu,4.8,22,Air,-8.8753039,121.0570233
Nusa Tenggara Timur,Ngada,Air Terjun Rodang Puni,5,4,Air,-8.498415,120.9759455
Nusa Tenggara Timur,Ngada,Air Terjun Waeseso,3,4,Air,-8.7639255,121.0237002
Nusa Tenggara Timur,Ngada,Ae Pua waterfall,4.5,2,Air,-8.8985342,121.1239947
Nusa Tenggara Timur,Ngada,Air Terjun Kolupolo,5,1,Air,-8.8673406,121.1037437
Nusa Tenggara Timur,Ngada,Air Terjun Cunca Ngara,4,1,Air,-8.4969904,120.9791581
Nusa Tenggara Timur,Ngada,Air Terjun Wae Waru,4,3,Air,-8.8889341,121.1064269
Nusa Tenggara Timur,Ngada,Air Terjun Wolo Ra,4,1,Air,-8.9124646,121.0427844
Nusa Tenggara Timur,Ngada,Taman Bermain Susteran Sang Timur Maronggela,4.4,7,Taman,-8.526322,120.9372792
Nusa Tenggara Timur,Ngada,Taman Kartini-Bajawa,4.2,353,Taman,-8.7906959,120.9688922
Nusa Tenggara Timur,Ngada,Jagatnata,5,2,Taman,-8.7868908,120.9783052
Nusa Tenggara Timur,Ngada,Agrowisata Late - Lingkar Indonesia,3,1,Taman,-8.781988,121.020708
Nusa Tenggara Timur,Ndao,Pantai Tongga,4.2,38,Air,-10.7823055,122.8015709
Nusa Tenggara Timur,Ndao,Nemberala Beach,4.7,338,Air,-10.889968,122.8135976
Nusa Tenggara Timur,Ndao,Telaga Nirwana,4.7,172,Air,-10.9147468,122.9019004
Nusa Tenggara Timur,Ndao,Pantai Batu Pintu,4.7,90,Air,-10.9151787,122.8730977
Nusa Tenggara Timur,Ndao,Mata Air Oemau,4.7,279,Air,-10.7461244,123.0472225
Nusa Tenggara Timur,Ndao,Obyek wisata mandoo,4.6,105,Air,-10.8497084,123.0656715
Nusa Tenggara Timur,Ndao,Pohon Titi Kamal,5,2,Air,-10.9147623,122.8946057
Nusa Tenggara Timur,Ndao,Pantai Tolama,4.6,9,Air,-10.7570687,122.871504
Nusa Tenggara Timur,Ndao,Pantai Sai Oebole,4.1,26,Air,-10.7569931,122.8559752
Nusa Tenggara Timur,Ndao,Kampung Merah Putih Desa Oeseli,3.7,10,Taman,-10.9104259,122.9003598
Nusa Tenggara Timur,Ndao,Lifulada Beach,4.5,117,Air,-10.9279554,122.831912
Nusa Tenggara Timur,Ndao,Pantai Dombo,4.7,48,Air,-10.8465637,123.0918459
Nusa Tenggara Timur,Ndao,Telaga Bidadari,5,4,Air,-10.9112871,122.9033097
Nusa Tenggara Timur,Ndao,Pantai Tiang Bendera,4.4,301,Air,-10.7254147,123.0264328
Nusa Tenggara Timur,Ndao,Danofulak Hill,4.8,28,Bukit,-10.8136313,123.0793029
Nusa Tenggara Timur,Ndao,PANTAI DERANITAN,4.3,11,Air,-10.8666113,123.015193
Nusa Tenggara Timur,Ndao,Pantai Loedik Bo'a Rote,4.7,27,Air,-10.922893,122.8567925
Nusa Tenggara Timur,Ndao,Puncak ASEAN,5,7,Bukit,-10.9186664,122.9421665
Nusa Tenggara Timur,Ndao,Ocean Stop Dive Spot,5,1,Air,-10.9527113,122.8783042
Nusa Tenggara Timur,Ndao,Pantai Litianak,4.6,49,Air,-10.7551649,122.8976044
Nusa Tenggara Timur,Ndao,Batu Termanu,4.7,149,Taman,-10.6741859,123.0929912
Nusa Tenggara Timur,Ndao,Pantai Oelangga,4.8,24,Air,-10.8343492,123.098422
Nusa Tenggara Timur,Ndao,pantai oeseli,4.7,103,Air,-10.9137081,122.9008005
Nusa Tenggara Timur,Ndao,Pantai Lutubabatu,4.6,5,Air,-10.7570167,122.8764951
Nusa Tenggara Timur,Ndao,Danau Laut Mati Oemasapoka,4.1,22,Air,-10.5194231,123.3000503
Nusa Tenggara Timur,Raijua,Raijua Beach,5,6,Air,-10.6129774,121.5689969
Nusa Tenggara Timur,Raijua,Pantai Kolouju,5,1,Air,-10.4492487,121.8433168
Nusa Tenggara Timur,Raijua,Pantai Langa Ae,4.6,8,Air,-10.4415445,121.9829818
Nusa Tenggara Timur,Raijua,Napae Beach,4.2,131,Air,-10.495913,121.8343109
Nusa Tenggara Timur,Raijua,Wadju Beach (Pantai Wadju),4.5,11,Air,-10.5420011,121.9840054
Nusa Tenggara Timur,Raijua,Pantai kepue lie,3.5,4,Air,-10.6090425,121.7407753
Nusa Tenggara Timur,Raijua,Penyai Beach,5,2,Air,-10.6041704,121.6063366
Nusa Tenggara Timur,Raijua,Pantai Menangawara,5,1,Air,-10.6294937,121.6044517
Nusa Tenggara Timur,Raijua,Pantai Cemara Nyiuwudu,4.8,13,Air,-10.4462002,121.9988014
Nusa Tenggara Timur,Raijua,Pantai Hewau,4.6,22,Air,-10.4730497,121.8415466
Nusa Tenggara Timur,Raijua,Pantai majalla,5,2,Air,-10.6199604,121.8512112
Nusa Tenggara Timur,Raijua,Pantai Cemara Jiwuwu,4.5,19,Air,-10.442014,121.9639409
Nusa Tenggara Timur,Raijua,Pantai Wadumeddi,4.6,20,Air,-10.609865,121.8012189
Nusa Tenggara Timur,Raijua,Pantai Eibego,5,3,Air,-10.6066048,121.548081
Nusa Tenggara Timur,Raijua,Pantai Menanga Eilode,4.8,4,Air,-10.4370434,121.953568
Nusa Tenggara Timur,Raijua,Pantai Cemara Eilode,4.7,17,Air,-10.4386957,121.9559471
Nusa Tenggara Timur,Raijua,Rae Mea Beach,4.8,67,Air,-10.4973815,121.993137
Nusa Tenggara Timur,Raijua,"Lopo Pantai Hewau, Desa Raemadia",5,3,Taman,-10.4736909,121.8409163
Nusa Tenggara Timur,Raijua,Pantai Mahera,4.8,6,Air,-10.5319209,121.9906683
Nusa Tenggara Timur,Raijua,Pantai Wae,3.9,10,Air,-10.522199,121.7790756
Nusa Tenggara Timur,Sikka,Pantai Beta,4.8,4,Air,-8.7947994,122.02772
Nusa Tenggara Timur,Sikka,Pantai Paga,4.3,22,Air,-8.7684903,122.0515421
Nusa Tenggara Timur,Sikka,Pantai sikka,4.7,10,Air,-8.736334,122.1847681
Nusa Tenggara Timur,Sikka,Koka Beach,4.4,851,Air,-8.7951619,122.0175621
Nusa Tenggara Timur,Sikka,Kajuwulu Beach,4.5,133,Air,-8.5243053,122.0708091
Nusa Tenggara Timur,Sikka,Pantai Waturia,4.2,26,Air,-8.5434104,122.1304892
Nusa Tenggara Timur,Sikka,Pantai Ana Kalo,4.6,5,Air,-8.7811264,122.0407063
Nusa Tenggara Timur,Sikka,Pantai Kita,4.3,39,Air,-8.5771503,122.1791485
Nusa Tenggara Timur,Sikka,Pantai Betesda,4.4,11,Air,-8.6371068,122.3039748
Nusa Tenggara Timur,Sikka,Mata Kera Beach,5,1,Air,-8.8019145,122.0033357
Nusa Tenggara Timur,Sikka,Tanjung Kajuwulu ( Tangga Seribu ),4.5,163,Air,-8.5229322,122.064209
Nusa Tenggara Timur,Sikka,Pantai Liwung Pireng,5,2,Air,-8.7291774,122.1299217
Nusa Tenggara Timur,Sikka,Pantai patiahu,4.3,3,Air,-8.5798407,122.4946916
Nusa Tenggara Timur,Sikka,Pantai Nelayan Paga,4.4,12,Air,-8.7760867,122.0471247
Nusa Tenggara Timur,Sikka,Pantai Sawengka,3.1,9,Air,-8.3566116,122.2986764
Nusa Tenggara Timur,Sikka,Doreng beach Maumere,5,4,Air,-8.7442092,122.3868635
Nusa Tenggara Timur,Sikka,Pantai Dona DaCruz,5,2,Air,-8.6040779,122.4569056
Nusa Tenggara Timur,Sikka,Pantai bangboler,4,1,Air,-8.7289417,122.1421784
Nusa Tenggara Timur,Sikka,Taman Kota Maumere,4.1,697,Taman,-8.6213004,122.2154136
Nusa Tenggara Timur,Sikka,Taman Teka Iku,4.5,6,Taman,-8.6251609,122.2157305
Nusa Tenggara Timur,Sikka,Taman Replica Betlehem,4.5,57,Taman,-8.7036088,122.2208646
Nusa Tenggara Timur,Sikka,Taman Doa Maria Bunda Segala Bangsa,4.6,104,Monumen,-8.6376849,122.1633215
Nusa Tenggara Timur,Sikka,Green Mangrove Forest of Maumere City,4.2,112,Taman,-8.6078511,122.2089538
Nusa Tenggara Timur,Sikka,Monumen Tsunami Maumere,3.9,82,Monumen,-8.6212262,122.2146345
Nusa Tenggara Timur,Sikka,"Bukit Golgota, Nilo, Maumere, Flores",4.3,6,Bukit,-8.6808558,122.1429884
Nusa Tenggara Timur,Sumba Barat Daya,Bukit Lendongara,4.7,155,Bukit,-9.4363574,119.2874233
Nusa Tenggara Timur,Sumba Barat Daya,Waikuri Lagoon,4.7,1395,Air,-9.4909691,118.9553343
Nusa Tenggara Timur,Sumba Barat Daya,Bendungan Waikelo Sawah,4.6,310,Air,-9.5957201,119.336457
Nusa Tenggara Timur,Sumba Barat Daya,Pantai Kawona Bumi Indah Sien Lubalu,4.4,203,Air,-9.3775182,119.1932039
Nusa Tenggara Timur,Sumba Barat Daya,Pantai Ratenggaro,4.5,250,Air,-9.6298283,118.9982634
Nusa Tenggara Timur,Sumba Barat Daya,Pantai Watu Malandong,4.4,101,Air,-9.7138059,119.1000122
Nusa Tenggara Timur,Sumba Barat Daya,Ratenggaro Traditional Village,4.3,522,Monumen,-9.6298283,118.9982634
Nusa Tenggara Timur,Sumba Barat Daya,Air Terjun Lokomboro,4.6,56,Air,-9.6172693,119.2916788
Nusa Tenggara Timur,Sumba Barat Daya,Lapopu Waterfall,4.6,410,Air,-9.6787759,119.4882174
Nusa Tenggara Timur,Sumba Barat Daya,Rumah Budaya Sumba,4.4,360,Monumen,-9.4335489,119.2102289
Nusa Tenggara Timur,Sumba Barat Daya,Lapale Hills,4.1,57,Bukit,-9.6673295,119.4090901
Nusa Tenggara Timur,Sumba Barat Daya,Mbawana Beach,4.7,284,Air,-9.6997131,119.063625
Nusa Tenggara Timur,Sumba Barat Daya,Pero Beach,4.4,255,Air,-9.6073407,118.9808451
Nusa Tenggara Timur,Sumba Barat Daya,Pantai Watu Bella,4.7,278,Air,-9.7669273,119.3202963
Nusa Tenggara Timur,Sumba Barat Daya,Pantai Marosi,4.6,82,Air,-9.7621423,119.309907
Nusa Tenggara Timur,Sumba Barat Daya,Pantai Kerewei,4.5,162,Air,-9.7610041,119.3272488
Nusa Tenggara Timur,Sumba Barat Daya,Mananga Aba Beach,4.5,32,Air,-9.3642355,119.307986
Nusa Tenggara Timur,Sumba Barat Daya,Mareha Cape,4.7,68,Air,-9.7151272,119.0868838
Nusa Tenggara Timur,Sumba Barat Daya,Waikuri Beach,4.6,76,Air,-9.490995,118.9549279
Nusa Tenggara Timur,Sumba Barat Daya,The Waipanda,5,1,Air,-9.5042782,118.9459488
Nusa Tenggara Timur,Sumba Barat Daya,Pantai Oro,4.3,12,Air,-9.3686694,119.2651398
Nusa Tenggara Timur,Sumba Barat Daya,Pantai Kita,4.3,118,Air,-9.357215,119.2918897
Nusa Tenggara Timur,Sumba Barat Daya,Istana RatuCeceLian Ningrat Ruteng Payola Umbu Kerajaan Weelewolewata Sumba NTT.,5,1,Taman,-9.3920625,119.2386814
Nusa Tenggara Timur,Sumba Barat Daya,Kampung Situs Adat WATUPAKADU,4.5,4,Monumen,-9.584279,118.9551752
Nusa Tenggara Timur,Sumba Barat Daya,Air Terjun Ngadulara,4.7,9,Air,-9.6141537,119.295163
Nusa Tenggara Timur,Sumba Barat ,Danau Wee Boro,5,1,Air,-9.6653735,119.2771643
Nusa Tenggara Timur,Sumba Barat ,Pantai Lailiang,4.6,64,Air,-9.7528816,119.5037793
Nusa Tenggara Timur,Sumba Barat ,Pantai Watuwawi,5,3,Air,-9.7566733,119.430753
Nusa Tenggara Timur,Sumba Barat ,Tebing Lailiang,5,5,Bukit,-9.7535611,119.4984243
Nusa Tenggara Timur,Sumba Barat ,Pemancingan Lamaloku,5,3,Air,-9.7593515,119.5099522
Nusa Tenggara Timur,Sumba Barat ,Pantai Lae Eha,2.5,2,Air,-9.7551826,119.4936972
Nusa Tenggara Timur,Sumba Barat ,Pantai Tei Tena/Pajura,5,5,Air,-9.7518428,119.4908098
Nusa Tenggara Timur,Sumba Barat ,Payura-Sumba Barat,5,1,Taman,-9.749455,119.4872149
Nusa Tenggara Timur,Sumba Barat ,Pantai Bina Natu,4.3,22,Air,-9.3812719,119.3981761
Nusa Tenggara Timur,Sumba Barat ,Weekadoppu water pool,5,3,Air,-9.6082646,119.3295857
Nusa Tenggara Timur,Sumba Barat ,Bendungan Waikelo Sawah,4.6,310,Air,-9.5955544,119.3405961
Nusa Tenggara Timur,Sumba Barat ,Pantai TangAiri,4.7,7,Air,-9.7529085,119.5395967
Nusa Tenggara Timur,Sumba Barat ,Pemancingan Lamaloku,5,3,Air,-9.7564674,119.5091522
Nusa Tenggara Timur,Sumba Barat ,Gereja St. Maria Dolorosa Waimanu,5,1,Religi,-9.676646,119.5280907
Nusa Tenggara Timur,Sumba Tengah,Rumah Budaya Sumba,4.4,360,Monumen,-9.4335489,119.2133019
Nusa Tenggara Timur,Sumba Tengah,Nihioka Spa Safari,4.5,2,Taman,-9.7919812,119.4023883
Nusa Tenggara Timur,Sumba Tengah,Kampung Adat Pasunga,4.3,199,Taman,-9.5889821,119.5722861
Nusa Tenggara Timur,Sumba Tengah,Pantai Maloba,4.5,23,Air,-9.771647,119.6264409
Nusa Tenggara Timur,Sumba Tengah,Air Terjun Harunda,4.2,10,Air,-9.5400077,119.8178172
Nusa Tenggara Timur,Sumba Tengah,KAMPUNG WACUPATIJANG,5,4,Taman,-9.6465252,119.7469971
Nusa Tenggara Timur,Sumba Tengah,Lenang Beach,4.6,9,Air,-9.381483,119.8175235
Nusa Tenggara Timur,Sumba Tengah,"Pelabuhan Tradisional, Mananga Mamboro",4.3,21,Air,-9.3764163,119.53997
Nusa Tenggara Timur,Sumba Tengah,CENDANA HILLS (PNG),4.8,6,Bukit,-9.441145,119.5530445
Nusa Tenggara Timur,Sumba Tengah,GKS Jemaat Kambera Laja,4,2,Bukit,-9.4695779,119.5323887
Nusa Tenggara Timur,Sumba Tengah,Pantai Lisi,5,3,Air,-9.7618182,119.5830215
Nusa Tenggara Timur,Sumba Tengah,Maloba Beach,4.5,15,Air,-9.7755172,119.65936
Nusa Tenggara Timur,Sumba Tengah,okidookie beach point,5,9,Air,-9.3895895,119.7340189
Nusa Tenggara Timur,Sumba Timur,East Sumba District Head Office,3.7,19,Taman,-9.6608047,120.2602459
Nusa Tenggara Timur,Sumba Timur,Taman Kota Waingapu,4.2,1700,Taman,-9.6532103,120.2655406
Nusa Tenggara Timur,Sumba Timur,Pantai Timur Padadita,4.8,12,Air,-9.6407131,120.2703591
Nusa Tenggara Timur,Sumba Timur,Bukit Persaudaraan,4.6,268,Bukit,-9.6756075,120.2863026
Nusa Tenggara Timur,Sumba Timur,Kampung Raja Prailiu,4.5,456,Taman,-9.658966,120.2675395
Nusa Tenggara Timur,Sumba Timur,Tanau Hills,4.8,421,Bukit,-9.703785,120.2909073
Nusa Tenggara Timur,Sumba Timur,Pantai Londa Lima,4.4,25,Air,-9.5940219,120.2207279
Nusa Tenggara Timur,Sumba Timur,Morinda Hills,5,1,Bukit,-9.662806,120.2578868
Nusa Tenggara Timur,Sumba Timur,Pantai Puru kambera,4.6,128,Air,-9.4853683,120.1191295
Nusa Tenggara Timur,Sumba Timur,Savana Puru Kambera,4.6,45,Taman,-9.5500803,120.1052618
Nusa Tenggara Timur,Sumba Timur,Bukit Raksasa Tidur,4.8,5,Bukit,-9.6649088,120.1468475
Nusa Tenggara Timur,Sumba Timur,Hiliwuku Hils,4.8,250,Bukit,-9.8774583,120.3132434
Nusa Tenggara Timur,Sumba Timur,Bendungan Lambanapu,4.5,36,Air,-9.7230999,120.2664234
Nusa Tenggara Timur,Sumba Timur,Mbatakapidu River,4.3,47,Air,-9.7008827,120.2136543
Nusa Tenggara Timur,Sumba Timur,Pantai Walakiri,4.6,952,Air,-9.6286858,120.4184436
Nusa Tenggara Timur,Sumba Timur,Swembak Matawai,4.2,148,Air,-9.6563003,120.2507288
Nusa Tenggara Timur,Sumba Timur,Bukit Ndapayami,4.8,46,Bukit,-9.6396038,120.1165774
Nusa Tenggara Timur,Sumba Timur,Kampung AGAS wisata kuliner,4.4,32,Taman,-9.6373506,120.233587
Nusa Tenggara Timur,Sumba Timur,Air Terjun Tanggedu,4.8,581,Air,-9.5748361,120.0545118
Nusa Tenggara Timur,Sumba Timur,Walakiri Beach,4.6,395,Air,-9.6287876,120.3913181
Nusa Tenggara Timur,Sumba Timur,Air Terjun Wai Marang,4.7,483,Air,-9.9642008,120.5655329
Nusa Tenggara Timur,Sumba Timur,The Dancing Tree sumba,4.7,3,Taman,-9.6286137,120.3903589
Nusa Tenggara Timur,Sumba Timur,Puru Kambera,4.7,191,Air,-9.4861538,120.1103771
Nusa Tenggara Timur,Sumba Timur,Patung Kuda Waingapu,4.4,165,Monumen,-9.6788739,120.1800774
Nusa Tenggara Timur,Sumba Timur,Bendungan Kambaniru,4.5,132,Air,-9.7231528,120.2393974
Nusa Tenggara Timur,Sumba Timur,Lapangan Pahlawan Waingapu,4.3,90,Taman,-9.6438314,120.2193506
Nusa Tenggara Timur,Sumba Timur,Danau WAirinding,2.3,3,Air,-9.6738416,120.0881104
Nusa Tenggara Timur,Sumba Timur,Air Terjun Hirumanu,4.7,32,Air,-10.0425711,120.3614426
Nusa Tenggara Timur,Sumba Timur,Pondok Wisata Elim,4.4,67,Taman,-9.6692326,120.2610144
Nusa Tenggara Timur,Sumba Timur,Pantai Cemara Laipori,3.8,6,Air,-9.6259528,120.4035803
Nusa Tenggara Timur,Sumba Timur,Pantai Watuparunu,4.5,260,Air,-10.2520065,120.4789033
Nusa Tenggara Timur,Sumba Timur,Kampung Adat Praiyawang,4.6,172,Monumen,-9.9357433,120.6340704
Nusa Tenggara Timur,Sumba Timur,Jembatan Manubara,4.1,49,Taman,-9.641785,120.233229
Nusa Tenggara Timur,Sumba Timur,Air terjun menggit Tadula njangga,4.8,5,Air,-9.5881863,120.058173
Nusa Tenggara Timur,Sumba Timur,Pantai Tanjung Pasir,4.8,6,Air,-9.4691288,120.1396803
Nusa Tenggara Timur,Sumba Timur,Hamba praing,4.4,28,Taman,-9.491101,120.154857
Nusa Tenggara Timur,Sumba Timur,Pantai Temu Sumba Timur,4.3,3,Air,-9.6286597,120.2414044
Nusa Tenggara Timur,Sumba Timur,Wisata Goa Panapang,4,3,Taman,-9.6439844,120.2537234
Nusa Tenggara Timur,Sumba Timur,Tugu Pahlawan WGP,4.4,38,Monumen,-9.6430797,120.2553428
Nusa Tenggara Timur,Sumba Timur,Air Terjun Gunung Meja II,4.2,25,Air,-9.650413,120.2241004
Nusa Tenggara Timur,Sumba Timur,Taman Kanatang,4,27,Taman,-9.6380509,120.2367199
Nusa Tenggara Timur,Sumba Timur,Taman Kota 3,3.8,32,Taman,-9.6430596,120.2565252
Nusa Tenggara Timur,Sumba Timur,Pelabuhan Waingapu,4.3,395,Air,-9.6379353,120.2499666
Nusa Tenggara Timur,Sumba Timur,Taman Kota Waingapu 2,4.3,17,Taman,-9.6524354,120.2651943
Nusa Tenggara Timur,Sumba Timur,Dinas Pariwisata dan Kebudayaan,4.3,4,Taman,-9.6602154,120.2561941
Nusa Tenggara Timur,Sumba Timur,Praihowar Garden,4.3,12,Taman,-9.693416,120.2540104
Nusa Tenggara Timur,Sumba Timur,Pantai Kawangu,5,2,Air,-9.6646875,120.3337492
Nusa Tenggara Timur,Sumba Timur,Air Terjun Gunung Meja 1,4,19,Air,-9.6337273,120.1770843
Nusa Tenggara Timur,Timor Tengah Selatan,Wisata Alam Nausus,4.8,78,Bukit,-9.7101624,124.1556431
Nusa Tenggara Timur,Timor Tengah Selatan,Air Terjun Oehala TTS,4.4,317,Air,-9.8030144,124.2352797
Nusa Tenggara Timur,Timor Tengah Selatan,Air Tagepe Noinbila TTS,4.3,70,Air,-9.8030144,124.2352797
Nusa Tenggara Timur,Timor Tengah Selatan,Wisata Pantai Oetuke,4.7,24,Air,-10.0057767,124.4822065
Nusa Tenggara Timur,Timor Tengah Selatan,PANTAI NUALUNAT,4.6,160,Air,-9.9528002,124.5740198
Nusa Tenggara Timur,Timor Tengah Selatan,Kaki Gunung Mutis,4.8,28,Bukit,-9.6101873,124.1526736
Nusa Tenggara Timur,Timor Tengah Selatan,Padang Pasir Pantai Oetune,4.9,9,Taman,-10.1618897,124.3401671
Nusa Tenggara Timur,Timor Tengah Selatan,Kolbano Beach,4.7,150,Air,-10.0204408,124.4664063
Nusa Tenggara Timur,Timor Tengah Selatan,"Bukit Naismetan, Timor Tengah Selatan",5,2,Bukit,-9.7650195,124.2063644
Nusa Tenggara Timur,Timor Tengah Selatan,Bukit Oenali TTS,4.2,64,Bukit,-9.8772222,124.2513736
Nusa Tenggara Timur,Timor Tengah Selatan,Taman Rekreasi Bu'at,5,2,Taman,-9.8280342,124.1880594
Nusa Tenggara Timur,Timor Tengah Selatan,Bukit Batu Marmer Tunua,4.2,5,Bukit,-9.6836195,124.1678275
Nusa Tenggara Timur,Timor Tengah Selatan,benteng oesoko,5,4,Bukit,-9.1739793,124.4789567
Nusa Tenggara Timur,Timor Tengah Selatan,Pantai Oetune,4.7,14,Air,-10.1690246,124.325015
Nusa Tenggara Timur,Timor Tengah Selatan,DANAU FATUMNASI,4.8,8,Air,-9.7074589,124.1506617
Nusa Tenggara Timur,Timor Tengah Selatan,Pantai Oebon Desa Tuapakas Kecamatan Kualin,5,2,Air,-10.0826766,124.4426402
Nusa Tenggara Timur,Timor Tengah Selatan,Air Terjun Oelangkai,5,9,Air,-9.7438796,124.2211437
Nusa Tenggara Timur,Timor Tengah Selatan,Bukit Banu,5,1,Bukit,-9.8596689,124.5850347
Nusa Tenggara Timur,Timor Tengah Selatan,Air Terjun Oeklofo,4.8,11,Air,-9.8467691,124.2366375
Nusa Tenggara Timur,Timor Tengah Selatan,Bukit Naen'man,4.8,5,Bukit,-9.5883377,124.2192239
Nusa Tenggara Timur,Timor Tengah Selatan,Air terjun Oenitas,4.7,10,Air,-9.868788,124.5424814
Nusa Tenggara Timur,Timor Tengah Selatan,Air Terjun Obabaat,5,1,Air,-9.8285218,124.386459
Nusa Tenggara Timur,Timor Tengah Selatan,Pantai Tuapakas Kolbano,5,1,Air,-10.0941077,124.4341145
Nusa Tenggara Timur,Timor Tengah Selatan,Bukit sertu saenam,1.5,2,Bukit,-9.5386143,124.2270168
Nusa Tenggara Timur,Timor Tengah Selatan,Taman Bunga Nifuboko SoE,5,1,Taman,-9.8577814,124.2013554
Nusa Tenggara Timur,Timor Tengah Utara,Pantai Wini,4.5,397,Air,-9.3374054,124.4812779
Nusa Tenggara Timur,Timor Tengah Utara,Gereja Katolik St. Antonius Padua Paroki Sasi,4.8,218,Religi,-9.5551973,124.4051622
Nusa Tenggara Timur,Timor Tengah Utara,Wisata Hutan Oeluan,4.6,57,Taman,-9.5125517,124.4583501
Nusa Tenggara Timur,Timor Tengah Utara,Pantai TUAMESE,4.8,5,Air,-9.0807504,124.6795153
Nusa Tenggara Timur,Timor Tengah Utara,puncak Naija Muti,5,2,Bukit,-9.3051129,124.4414438
Nusa Tenggara Timur,Timor Tengah Utara,Bukit Cinta Napan Jalur Manis,4.5,2,Bukit,-9.3706564,124.3651563
Nusa Tenggara Timur,Timor Tengah Utara,Bukit Batkua,5,1,Bukit,-9.6134992,124.5009425
Nusa Tenggara Timur,Timor Tengah Utara,Pantai Oeusapi,4.5,16,Air,-9.1808862,124.5170609
Nusa Tenggara Timur,Timor Tengah Utara,Gunung binone,5,2,Bukit,-9.5355199,124.3129692
Nusa Tenggara Timur,Timor Tengah Utara,FATUKNAPA-INBATE,5,2,Bukit,-9.4369626,124.3840632
Nusa Tenggara Timur,Timor Tengah Utara,Air Terjun Bonemnaisio,4.2,5,Air,-9.3598221,124.4847785
Nusa Tenggara Timur,Timor Tengah Utara,Kolam tubu,5,5,Air,-9.502569,124.2844983
Nusa Tenggara Timur,Timor Tengah Utara,Air Terjun Besin,4.9,8,Air,-9.4615998,124.7589374
Nusa Tenggara Timur,Timor Tengah Utara,Air Terjun Tilu Mtasa,5,2,Air,-9.5696009,124.2809131
Nusa Tenggara Timur,Timor Tengah Utara,Daerah Aliran Sungai Noemuti,4,2,Air,-9.5591901,124.4785494
Nusa Tenggara Timur,Timor Tengah Utara,Air terjun Bi'aki,5,2,Air,-9.4272039,124.1629813
Nusa Tenggara Timur,Timor Tengah Utara,Air Terjun Pahkoto,4.8,5,Air,-9.4935133,124.2375904
Nusa Tenggara Timur,Timor Tengah Utara,Sungai Maslete,5,1,Air,-9.4662756,124.4960393
Nusa Tenggara Timur,Timor Tengah Utara,Pameran Pembagunan Kefamenanu,4,2,Taman,-9.456348,124.458701
Nusa Tenggara Timur,Timor Tengah Utara,Air Terjun Tuntun,4.3,3,Air,-9.3632761,124.4875961
Nusa Tenggara Timur,Kupang,Air Terjun Kampung Baru,4.2,5,Air,-9.7055522,123.7851483
Nusa Tenggara Timur,Kupang,Pantai Oesina,4.3,597,Air,-10.3383403,123.4602647
Nusa Tenggara Timur,Kupang,Pantai Tablolong,4.4,458,Air,-10.318113,123.4706919
Nusa Tenggara Timur,Kupang,Pantai Baliana,4.5,213,Air,-10.2563044,123.4888849
Nusa Tenggara Timur,Kupang,Pantai Puru,4.3,234,Air,-10.3543414,123.6779555
Nusa Tenggara Timur,Kupang,Pasir Panjang,4.3,673,Air,-10.1506554,123.5980227
Nusa Tenggara Timur,Kupang,Pantai Kelapa Tinggi,4.5,80,Air,-10.1170736,123.6912808
Nusa Tenggara Timur,Kupang,Liman Beach,4.7,307,Air,-10.2931156,123.3031041
Nusa Tenggara Timur,Kupang,Pantai Tablolong,4.4,178,Air,-10.3260419,123.4591745
