Provinsi,KabupatenKota,NamaWisata,Rating,Reviews,JenisWisata,Latitude,Longitude
Nusa Tenggara Timur,Kupang,Pantai Air cina,4.4,15,Air,-10.3388453,123.46059
Nusa Tenggara Timur,Kupang,Lasiana Beach,4.3,1606,Air,-10.131473,123.6652737
Nusa Tenggara Timur,Kupang,Pantai Otan,4.7,132,Air,-10.1708905,123.3821803
Nusa Tenggara Timur,Kupang,Pantai Kelapa,4.4,107,Air,-10.2179015,123.5206074
Nusa Tenggara Timur,Kupang,Pantai Namosain,4.2,729,Air,-10.172663,123.5565283
Nusa Tenggara Timur,Kupang,Pantai Wisata Tablolong,4.4,257,Air,-10.3251216,123.4597136
Nusa Tenggara Timur,Kupang,Pantai Warna Kota Kupang NTT,4.4,25,Air,-10.1424452,123.6493189
Nusa Tenggara Timur,Kupang,Pantai Panmuti,4.5,217,Air,-10.1089177,123.7016364
Nusa Tenggara Timur,Kupang,Batu Nona Beach,4.3,660,Air,-10.1335371,123.6564778
Nusa Tenggara Timur,Kupang,Pantai wisata Tablolong,4.4,21,Air,-10.3223308,123.4623153
Nusa Tenggara Timur,Kupang,Kelapa Lima Beach,4.5,423,Air,-10.1444261,123.6121831
Nusa Tenggara Timur,Kupang,Pantai SULAMANDA Mata Air,4.3,424,Air,-10.1201855,123.6811041
Nusa Tenggara Timur,Kupang,Ketapang Satu Beach,4.3,1205,Air,-10.1567279,123.5803755
Nusa Tenggara Timur,Kupang,Pantai Wisata,4.5,8,Air,-10.1173075,123.6914363
Nusa Tenggara Timur,Kupang,Pantai Nunsui,4.4,452,Air,-10.1359933,123.6530425
Nusa Tenggara Timur,Kupang,Pantai Namoanak,5,2,Air,-10.30738,123.4763946
Nusa Tenggara Timur,Kupang,Pantai Salupu,4.2,44,Air,-10.3492061,123.4905935
Nusa Tenggara Timur,Kupang,Pantai Oesapa,4.4,50,Air,-10.1398327,123.6509167
Nusa Tenggara Timur,Kupang,"Pantai Inokiu, Lalendo",4.4,66,Air,-10.247795,123.4845431
Nusa Tenggara Timur,Kupang,Pantai Walikota,5,4,Air,-10.1483819,123.6034206
Nusa Tenggara Timur,Kupang,Pantai Paradiso,4.3,354,Air,-10.1409587,123.6220945
